id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,loss
7165,163,7,0.43980543,5300,4,11933,413.0,706.0,160.32,162.37,7,0.887,0.887,206454,0.7846,0.7846,0.6516,0.9358,0.9444,0.85,8748099360.0,102,122,1623024.0,153.95,124.53,168.02,129.93,102.0,0.9533,0,0,0,6,0,0,0.8123,0.78614,0
7166,124,10,0.103086136,3500,7,81358,172.0,2590.0,129.76,125.04,14,0.7739,0.7607,921560,0.7607,0.7607,0.5577,0.7607,0.8018,0.7876,3662995161.0,89,34,1053493.0,89.0,89.0,136.49,109.5,89.0,0.8725,0,0,0,19,0,0,0.76035,0.75463,0
7167,154,8,0.036776976,3500,1,82485,413.0,1666.0,154.75,154.57,12,0.7295,0.7120000000000001,188554,0.6692,0.2405,0.0597,0.7417,0.7672,0.7417,4488989120.0,89,111,1275281.0,125.91,105.3,124.56,104.75,89.0,1.0,0,0,0,7,0,0,0.47025,0.29645,0
7168,124,10,0.046001272,2400,17,2572,7489.0,1579.0,124.0,123.82,13,0.7705,0.7705,3134342,0.752,0.752,0.5476,0.7833,0.8468,0.8468,2371582400.0,94,50,1077992.0,94.0,94.0,115.86,104.03,94.0,0.9495,0,0,0,3,0,0,0.716,0.7468,5
7169,120,10,0.812674234,2900,16,83484,2041.0,1002.0,119.38,119.72,13,0.7381,0.7381,3869,0.7623,0.7154,0.4868,0.8017,0.8378,0.8378,2671503120.0,93,46,1011933.0,93.0,93.0,130.15,109.46,93.0,0.9118,0,0,0,4,0,0,0.6577,0.70386,0
7170,127,6,0.065224698,2600,7,84020,1987.0,8999.0,123.28,125.6,9,0.877,0.877,6211008,0.856,0.856,0.6513,0.8629,0.8992,0.8992,2785129536.0,107,87,1282288.0,107.0,107.0,131.89,118.42,107.0,0.9817,0,0,0,17,0,0,0.848,0.8604,0
7171,128,8,0.636168683,1800,16,8563,7858.0,2126.0,128.0,127.92,14,0.7583,0.7398,9448055,0.7398,0.7339,0.5104,0.7583,0.8125,0.8053,1921432149.0,91,75,1051687.0,91.0,91.0,120.25,104.17,91.0,1.0,0,0,0,2,0,0,0.71695,0.73051,0
7172,156,8,0.023296461,3700,4,75930,2598.0,2908.0,158.19,156.66,11,0.8276,0.8276,3533456,0.7869,0.7869,0.6691,0.7934,0.8889,0.8571,5783500800.0,96,100,1502208.0,144.9,117.21,163.07,124.12,96.0,0.9897,0,0,0,12,0,0,0.68345,0.7682100000000001,0
7173,126,11,0.9471191809999999,2100,16,79371,3680.0,5694.0,125.54,125.81,13,0.7913,0.7778,8741830,0.7459,0.7,0.494,0.8053,0.9009999999999999,0.8505,2710868160.0,91,48,1026844.0,91.0,91.0,127.35,107.11,91.0,0.9891,0,0,0,5,0,0,0.68,0.69,0
7174,164,1,0.605141987,3500,10,12612,2659.0,5326.0,163.64,163.97,12,0.7615,0.7615,21037998,0.7444,0.2676,0.0753,0.7734,0.7734,0.7444,5657921280.0,99,140,1607364.0,149.42,120.87,138.55,116.52,99.0,0.8761,0,0,0,17,0,0,0.2938,0.25084,0
7175,133,9,0.30128052899999996,1900,4,86349,3757.0,185.0,130.84,132.51,17,0.6807,0.6807,920530,0.6585,0.6532,0.4076,0.6864,0.7232,0.7232,1478062080.0,81,24,839808.0,81.0,81.0,107.03,92.72,81.0,0.7788,0,0,0,26,0,0,0.7066,0.66788,0
7176,130,9,0.8819566529999999,1800,7,13008,832.0,706.0,126.59,129.5,8,0.7627,0.7627,434956,0.7563,0.7563,0.5646,0.7627,0.8491,0.8491,1701000000.0,90,48,1012500.0,90.0,90.0,90.0,90.0,90.0,0.8824,0,0,0,43,0,0,0.74815,0.76067,0
7177,129,6,0.203431406,1300,3,113,1915.0,3244.0,129.48,129.51,9,0.8729,0.8729,414601,0.8729,0.8729,0.7603,0.8729,0.8729,0.8729,1890523800.0,103,89,1432215.0,103.0,103.0,126.96,113.99,103.0,0.9626,0,0,0,42,0,0,0.86645,0.87561,0
7178,130,8,0.546697256,1800,4,13689,8269.0,1289.0,128.69,129.72,5,0.8083,0.7823,4100868,0.7886,0.7823,0.58,0.8017,0.8818,0.8584,2119828882.0,97,79,1194943.0,97.0,97.0,97.0,97.0,97.0,1.0,0,0,0,4,0,0,0.78115,0.7840699999999999,0
7179,139,7,0.830287911,2200,10,80421,1852.0,3702.0,139.5,139.1,11,0.6452,0.6452,930188,0.6504,0.6452,0.4349,0.6723,0.6838,0.6612,1603840000.0,80,44,896000.0,80.0,80.0,98.61,88.54,80.0,0.7407,0,0,0,2,0,0,0.7226,0.66068,0
7180,120,6,0.626728559,1500,16,85131,615.0,2832.0,125.76,120.88,14,0.8739,0.8739,11753369,0.8455,0.8387,0.6719,0.8814,0.8889,0.8889,2436628480.0,104,90,1384448.0,104.0,104.0,128.19,115.1,104.0,0.9541,0,0,0,38,0,0,0.81935,0.83483,0
7181,152,6,0.536322647,5000,2,82320,1832.0,532.0,148.76,151.24,9,0.8621,0.8475,1181507,0.8333,0.8333,0.6384,0.8475,0.8475,0.8475,7128000000.0,100,81,1440000.0,164.46,127.28,174.7,131.06,100.0,0.9346,0,0,0,14,0,0,0.66665,0.80997,0
7182,120,4,0.816609751,2300,4,627,1321.0,5876.0,122.11,120.42,7,0.8487,0.8145,11424663,0.8211,0.8145,0.6139,0.8145,0.8145,0.8145,2243975176.0,101,94,1264924.0,101.0,101.0,124.49,111.78,101.0,0.9712,0,0,0,7,0,0,0.81725,0.81305,0
7183,113,8,0.780447702,1800,4,82384,59.0,3503.0,115.38,113.14,8,0.7177,0.7177,532614,0.7236,0.7177,0.4769,0.7236,0.7807,0.7807,1390610760.0,89,60,902994.0,89.0,89.0,89.0,89.0,89.0,0.9570000000000001,0,0,0,3,0,0,0.67885,0.69593,0
7184,129,9,0.639030977,1300,4,1078,7565.0,1741.0,126.75,128.5,14,0.8547,0.8475,1742445,0.8475,0.8475,0.6582,0.8547,0.9091,0.8772,1636800000.0,100,78,1240000.0,100.0,100.0,100.0,100.0,100.0,1.0,0,0,0,4,0,0,0.79375,0.83275,2
7185,126,7,0.212230401,1500,16,85793,4252.0,3068.0,125.25,125.7,12,0.8435,0.8291,2332797,0.7886,0.7823,0.5617,0.8017,0.8017,0.8017,2036860320.0,97,70,1157307.0,97.0,97.0,119.56,107.35,97.0,0.8981,0,0,0,34,0,0,0.82115,0.7940699999999999,0
7186,110,8,0.39837353600000003,2500,4,78,248.0,831.0,112.57,110.55,8,0.8644,0.8293,1273360,0.8361,0.7846,0.5806,0.8361,0.9623,0.9189,3186120960.0,102,54,1206864.0,102.0,102.0,142.75,120.05,102.0,0.9808,0,0,0,45,0,0,0.7423,0.7761399999999999,0
7187,157,8,0.12491672300000001,3600,2,741,1579.0,1231.0,159.84,157.7,9,0.5965,0.5528,623975,0.5397,0.5397,0.3069,0.544,0.5812,0.5763,2752759680.0,68,40,758336.0,102.63,83.02,104.28,83.67,68.0,0.6939,0,0,0,62,0,0,0.41985,0.50573,0
7188,117,10,0.22567727899999998,2200,17,78224,1069.0,6462.0,120.94,117.47,5,0.8696,0.8333,2875317,0.8,0.8,0.6146,0.8475,0.9009,0.9009,2662000000.0,100,57,1210000.0,100.0,100.0,139.95,117.7,100.0,0.9709,0,0,0,17,0,0,0.79,0.8,0
7189,154,8,0.054320232,3900,3,78932,1353.0,1607.0,154.0,153.77,13,0.5263,0.5263,441330,0.4918,0.4918,0.2421,0.5455,0.5455,0.5217,2092860000.0,60,23,543600.0,82.8,70.14,92.01,73.82,60.0,0.6522,0,0,0,5,0,0,0.3859,0.44261999999999996,0
7190,133,9,0.126923418,2300,4,7399,7238.0,1069.0,127.94,131.76,11,0.7931,0.7931,5570829,0.7931,0.7931,0.5743,0.7931,0.8519,0.8364,2775853440.0,92,52,1015680.0,92.0,92.0,121.57,105.31,92.0,0.9109,0,0,0,5,0,0,0.77655,0.79379,0
7191,121,9,0.133284084,1100,4,13026,1928.0,1032.0,120.63,121.15,6,0.8205,0.8136,922722,0.7805,0.7805,0.5873,0.7805,0.8807,0.8496,1259394048.0,96,54,1133568.0,96.0,96.0,108.33,101.79,96.0,0.96,0,0,0,10,0,0,0.77025,0.78245,0
7192,116,9,0.9801562640000001,2200,4,78223,6184.0,3363.0,118.54,116.21,15,0.7742,0.768,3357620,0.768,0.768,0.5477,0.8136,0.932,0.8649,2372198400.0,96,59,1078272.0,96.0,96.0,118.33,106.24,96.0,0.9897,0,0,0,18,0,0,0.764,0.7712,0
7193,130,6,0.68890794,2600,4,84020,4704.0,8713.0,130.24,130.49,17,0.9397,0.9397,5063797,0.9397,0.9397,0.9136,0.9909,1.0,0.9561,4293223112.0,109,104,1615816.0,109.0,109.0,152.55,128.29,109.0,1.0,0,0,0,22,0,0,0.89985,0.93573,0
7194,129,9,0.295630514,1100,4,79371,3941.0,1685.0,128.0,129.04,14,0.6748,0.6748,2205496,0.6748,0.6748,0.46399999999999997,0.6917,0.7345,0.7345,985127000.0,83,29,895570.0,83.0,83.0,83.0,83.0,83.0,0.8137,0,0,0,2,0,0,0.6874,0.67732,0
7195,149,8,0.9978682520000001,4100,4,76530,1302.0,111.0,147.25,148.6,12,0.4952,0.4771,588748,0.4483,0.4483,0.1883,0.4727,0.4815,0.4643,1595765600.0,52,0,392080.0,73.56,61.52,85.66,66.24,52.0,0.4952,0,0,0,4,0,0,0.48415,0.46347,0
7196,122,8,0.684226241,2200,16,8141,1245.0,2267.0,125.5,122.79,9,0.7778,0.7778,12655347,0.7398,0.7339,0.5225,0.7521,0.8198,0.8053,1918376460.0,91,74,1076530.0,91.0,91.0,91.0,91.0,91.0,0.9479,0,0,0,11,0,0,0.75695,0.74051,0
7197,155,8,0.691995083,4400,10,77765,3124.0,2131.0,156.08,155.44,8,0.0,0.0,2642483,0.0,0.0,0.6726,0.0,0.0,0.0,7188658400.0,0,123,1633786.0,0.0,0.0,0.0,0.0,103.0,0.8972,0,0,0,17,0,0,0.3,0.08,0
7198,119,9,0.694355611,1100,3,83746,891.0,223.0,120.62,119.25,8,0.8374,0.8374,817850,0.8374,0.8374,0.6651,0.8583,0.9115,0.9115,1412057900.0,103,61,1283689.0,103.0,103.0,103.0,103.0,103.0,0.9717,0,0,0,13,0,0,0.7887,0.8336600000000001,0
7199,119,10,0.011037962,1800,16,13689,7312.0,4774.0,122.5,119.7,14,0.7652,0.7521,10692803,0.7154,0.7097,0.4736,0.7521,0.7857,0.7788,1717309440.0,88,60,975744.0,88.0,88.0,108.47,97.39,88.0,0.9778,0,0,0,3,0,0,0.68485,0.70873,0
7200,113,9,0.300689767,1500,4,85723,307.0,1748.0,115.09,113.48,7,0.8226,0.8226,93281,0.8293,0.8226,0.6483,0.85,0.9533,0.9107,1877110488.0,102,67,1227672.0,102.0,102.0,115.1,108.16,102.0,0.9903,0,0,0,31,0,0,0.8213,0.82034,0
7201,120,8,0.37461623899999996,1300,16,14629,5416.0,1198.0,125.04,121.03,13,0.812,0.8051,3526422,0.8051,0.8051,0.6276,0.812,0.8333,0.8190000000000001,1560603000.0,95,69,1182275.0,95.0,95.0,125.53,108.74,95.0,0.9223,0,0,0,33,0,0,0.82255,0.8045899999999999,0
7202,123,9,0.0625372,1300,4,1721,2726.0,331.0,123.41,123.16,11,0.7581,0.7581,1159440,0.7642,0.7581,0.5833,0.7833,0.8624,0.8393,1700930000.0,94,63,1104500.0,94.0,94.0,94.0,94.0,94.0,0.9495,0,0,0,6,0,0,0.75905,0.7622899999999999,4
7203,121,7,0.867387488,2200,3,8563,1778.0,206.0,125.75,122.1,5,0.8403,0.8403,9746108,0.8403,0.8264,0.6905,0.8264,0.9174,0.9174,2970000000.0,100,79,1320000.0,100.0,100.0,100.0,100.0,100.0,1.0,0,0,0,7,0,0,0.7832,0.81376,0
7204,147,9,0.133433865,5800,3,82134,364.0,2077.0,151.63,148.22,9,0.6636,0.6577,1984833,0.6186,0.6186,0.3734,0.6404,0.6887,0.6887,3376454400.0,73,70,852640.0,112.3,89.95,134.05,98.02,73.0,0.8022,0,0,0,4,0,0,0.5493,0.62674,0
7205,122,8,0.65729936,1600,3,76831,4699.0,3043.0,122.82,121.88,11,0.8174,0.8034,2970570,0.7642,0.7581,0.5599,0.7642,0.8246,0.8246,1632892800.0,94,69,1060320.0,94.0,94.0,94.0,94.0,94.0,0.8952,0,0,0,12,0,0,0.78905,0.7622899999999999,0
7206,154,1,0.32274416899999997,3600,4,76035,3088.0,428.0,155.11,154.16,13,0.8333,0.8333,2797193,0.8333,0.8333,0.6916,0.8468,0.8678,0.84,6203216250.0,105,137,1708875.0,144.91,122.75,154.31,126.55,105.0,0.9813,0,0,0,6,0,0,0.79665,0.8299700000000001,0
7207,130,9,0.5641937579999999,1100,4,85793,72.0,1707.0,129.55,130.26,11,0.8718,0.8644,998282,0.8293,0.8293,0.7169,0.85,0.9027,0.9027,1535942520.0,102,80,1383732.0,102.0,102.0,102.0,102.0,102.0,0.9903,0,0,0,26,0,0,0.83465,0.8363700000000001,2
7208,123,8,0.295779749,1800,4,7399,6505.0,117.0,124.89,123.49,18,0.7851,0.7851,24613684,0.76,0.76,0.5868,0.7661,0.8636,0.8261,2539129600.0,95,55,1155200.0,95.0,95.0,117.1,105.14,95.0,0.9314,0,0,0,84,0,0,0.78,0.764,0
7209,128,8,0.308453476,1800,3,78,4824.0,1679.0,127.65,127.68,13,0.7603,0.7603,5148844,0.736,0.736,0.5331,0.7731,0.8214,0.7931,2316325952.0,92,49,1049536.0,92.0,92.0,113.4,101.82,92.0,0.8598,0,0,0,82,0,0,0.778,0.7424,0
7210,130,10,0.016085602,2600,4,78252,3824.0,2181.0,128.35,129.85,8,0.8362,0.8362,1929281,0.8291,0.8291,0.6634,0.8435,0.8584,0.8584,4272438720.0,97,64,1213761.0,97.0,97.0,148.76,119.35,97.0,0.97,0,0,0,6,0,0,0.78455,0.82619,4
7211,137,9,0.7388394229999999,2200,4,6901,4164.0,2425.0,133.09,136.16,12,0.8151,0.7823,585116,0.7886,0.7823,0.5845,0.7823,0.8509,0.8435,2119659520.0,97,63,1204352.0,97.0,97.0,97.0,97.0,97.0,0.9238,0,0,0,22,0,0,0.78115,0.7840699999999999,0
7212,159,8,0.11359365199999999,5400,4,11723,3192.0,1084.0,154.37,157.48,15,0.9304,0.9304,1319085,0.8359,0.8359,0.6072,0.8425,0.9145,0.8992,8584002240.0,107,103,1625758.0,178.59,137.17,196.49,143.67,107.0,1.0,0,0,0,37,0,0,0.57795,0.76231,0
7213,149,3,0.041703887,7200,4,12290,1813.0,5947.0,148.61,149.36,17,0.9008,0.8516,15354927,0.8516,0.8516,0.6834,0.8583,0.8934,0.8516,9660678720.0,109,140,1829674.0,187.04,141.62,167.16,134.11,109.0,0.9909,0,0,0,20,0,0,0.8758,0.85644,0
7214,126,6,0.073385838,2200,7,13700,5376.0,874.0,130.41,127.33,10,0.8525,0.8525,3129347,0.8320000000000001,0.8320000000000001,0.7691,0.8387,0.9043,0.8889,3341927680.0,104,93,1514240.0,104.0,104.0,137.43,119.05,104.0,0.9905,0,0,0,11,0,0,0.836,0.8288,0
7215,138,8,0.873791098,2300,4,393,128.0,3182.0,131.88,136.7,18,0.65,0.619,18862715,0.6393,0.6,0.3659,0.6393,0.7091,0.6783,2013804000.0,78,20,760500.0,78.0,78.0,109.16,91.81,78.0,0.7290000000000001,0,0,0,4,0,0,0.69,0.62,0
7216,126,8,0.100255488,1500,16,1078,4291.0,3413.0,125.41,125.68,10,0.7705,0.7705,12925308,0.7642,0.7581,0.5693,0.7642,0.8103,0.8103,1660107680.0,94,74,1077992.0,94.0,94.0,94.0,94.0,94.0,0.9495,0,0,0,9,0,0,0.75905,0.7622899999999999,0
7217,117,10,0.00094807,2400,15,76973,9024.0,2295.0,118.32,117.25,10,0.7787,0.7308,530846,0.7787,0.7308,0.521,0.8407,0.8716,0.8559,2859120000.0,95,56,1083000.0,95.0,95.0,132.95,111.81,95.0,1.0,0,0,0,5,0,0,0.6754,0.71772,0
7218,161,9,0.8924283190000001,4500,2,76136,1466.0,643.0,159.73,160.91,15,0.0,0.0,168011,0.0,0.0,0.2387,0.0,0.0,0.0,1132144640.0,0,35,321632.0,0.0,0.0,0.0,0.0,46.0,0.9444,0,0,0,9,0,0,0.02,0.0,0
7219,127,8,0.367630965,1500,4,77826,4682.0,956.0,127.82,127.27,13,0.7395,0.7154,2037696,0.7154,0.7097,0.4886,0.7273,0.7788,0.7652,1802028800.0,88,63,1006720.0,88.0,88.0,108.47,97.39,88.0,0.9072,0,0,0,4,0,0,0.75485,0.71873,0
7220,116,8,0.10111683699999999,1500,4,76957,384.0,6707.0,120.8,117.24,14,0.8983,0.8983,378551,0.8983,0.8983,0.7694,0.8983,0.9636,0.9298,1913266080.0,106,73,1449444.0,106.0,106.0,106.0,106.0,106.0,1.0,0,0,0,30,0,0,0.87915,0.8984700000000001,0
7221,122,10,0.439203605,1800,16,1131,2175.0,1138.0,121.38,121.51,12,0.9123,0.8889,1060197,0.8455,0.8387,0.6089,0.8889,0.9286,0.9286,2208194560.0,104,62,1254656.0,104.0,104.0,128.19,115.1,104.0,1.0,0,0,0,19,0,0,0.77935,0.82483,0
7222,142,6,0.524329762,5500,10,76530,1631.0,334.0,147.35,143.03,17,0.9052,0.8898,690778,0.875,0.875,0.7429,0.9129999999999999,0.9129999999999999,0.9129999999999999,8295210000.0,105,140,1675800.0,172.68,133.64,154.31,126.55,105.0,1.0,0,0,0,17,0,0,0.8475,0.8775,0
7223,109,9,0.230292417,1800,3,8563,272.0,2105.0,112.75,109.15,11,0.6829,0.6829,78932,0.6829,0.6829,0.3985,0.7,0.7434,0.7434,854474544.0,84,30,769104.0,84.0,84.0,94.79,89.07,84.0,0.875,0,0,0,4,0,0,0.68145,0.68461,0
7224,122,8,0.352214441,1700,10,78,4707.0,218.0,124.13,122.57,15,0.9,0.8609,5099384,0.8534,0.8534,0.7018,0.8684,0.9167,0.8839,2333422080.0,99,73,1254528.0,99.0,99.0,122.03,109.56,99.0,1.0,0,0,0,5,0,0,0.8167,0.84806,0
7225,132,10,0.063640456,1500,16,2456,5442.0,740.0,130.0,132.01,14,0.7436,0.7373,2342644,0.7373,0.7373,0.5344,0.7373,0.7909,0.7632,1328813640.0,87,46,1006677.0,87.0,87.0,87.0,87.0,87.0,0.8788,0,0,0,6,0,0,0.71865,0.7335699999999999,0
7226,140,9,0.551229723,1500,4,2572,980.0,757.0,137.62,139.91,13,0.6923,0.6532,5141777,0.6532,0.6532,0.502,0.6864,0.7364,0.7232,1506405600.0,81,46,918540.0,81.0,81.0,99.84,89.64,81.0,0.8351,0,0,0,62,0,0,0.7066,0.65788,0
7227,150,8,0.310888117,3500,7,4724,72.0,5493.0,147.57,149.81,6,0.8938,0.8417,806322,0.7829,0.7829,0.5638,0.7829,0.9018,0.8145,5684609260.0,101,88,1519949.0,101.0,101.0,148.43,121.73,101.0,0.9266,0,0,0,4,0,0,0.69145,0.77461,0
7228,121,10,0.121460215,1300,17,14024,360.0,5126.0,122.19,121.61,12,0.7966,0.7966,11735101,0.7966,0.7966,0.6004,0.8034,0.8393,0.8246,1488406528.0,94,62,1131008.0,94.0,94.0,94.0,94.0,94.0,0.9691,0,0,0,16,0,0,0.7683,0.78694,0
7229,126,10,0.8234333159999999,1300,17,76957,6737.0,6452.0,124.26,125.35,7,0.0,0.0,7011723,0.0,0.0,0.6582,0.0,0.0,0.0,1231010000.0,0,48,1119100.0,0.0,0.0,0.0,0.0,95.0,0.91,0,0,0,30,0,0,0.39,0.08,0
7230,163,7,0.8584646509999999,3700,3,80502,471.0,1776.0,163.0,163.01,10,0.5873,0.5827,576130,0.5781,0.5781,0.3334,0.6016,0.6607,0.6218,4712864640.0,74,39,892588.0,111.69,90.35,113.48,91.05,74.0,0.6916,0,0,0,38,0,0,0.65905,0.60029,0
7231,157,9,0.62611899,1800,4,83607,2693.0,770.0,138.94,153.5,16,0.7805,0.7742,178256,0.7805,0.7742,0.5502,0.7742,0.8571,0.8496,1999613952.0,96,75,1133568.0,96.0,96.0,118.33,106.24,96.0,0.9897,0,0,0,25,0,0,0.7971,0.77678,0
7232,130,9,0.788164003,2200,4,79782,6710.0,1860.0,127.94,129.62,10,0.8034,0.7705,9702259,0.8034,0.7705,0.5844,0.7966,0.8319,0.8319,2204405280.0,94,73,1113336.0,94.0,94.0,115.86,104.03,94.0,0.9895,0,0,0,11,0,0,0.75525,0.77345,0
7233,149,8,0.49662982200000005,3500,7,11584,240.0,1309.0,149.75,149.03,15,0.2016,0.0703,1133039,0.1955,0.0703,0.0047,0.1955,0.2185,0.2185,354548480.0,26,0,100724.0,26.0,26.0,36.39,30.6,26.0,0.2574,0,0,0,2,0,0,0.53515,0.16327,0
7234,129,10,0.063061915,1100,3,82231,359.0,1448.0,127.56,128.21,14,0.8898,0.8898,141853,0.8898,0.8898,0.7023,0.8974,0.9813,0.9211,1746360000.0,105,67,1323000.0,105.0,105.0,105.0,105.0,105.0,0.9813,0,0,0,54,0,0,0.8249,0.87082,0
7235,154,8,0.17798488199999998,3500,7,13356,111.0,247.0,159.0,155.19,11,0.0,0.0,19394256,0.0,0.0,0.5214,0.0,,,2955819240.0,0,76,790326.0,0.0,0.0,0.0,0.0,69.0,0.0,0,0,0,7,0,0,0.18,0.05,0
7236,114,9,0.481071664,1800,4,85723,307.0,1773.0,114.55,113.95,7,0.8718,0.8226,105161,0.8293,0.8226,0.6208,0.8293,0.9189,0.9107,1797571908.0,102,54,1175652.0,102.0,102.0,115.1,108.16,102.0,0.9273,0,0,0,32,0,0,0.8213,0.82034,0
7237,129,6,0.163945605,1500,4,13026,2012.0,5015.0,126.25,128.73,24,0.7179,0.7119,3095184,0.7119,0.7119,0.4757,0.7119,0.7179,0.7179,1190036736.0,84,60,896112.0,84.0,84.0,84.0,84.0,84.0,0.7706,0,0,0,2,0,0,0.72595,0.7107100000000001,0
7238,130,10,0.794215036,1500,4,79371,1961.0,235.0,125.35,129.3,15,0.7966,0.7966,934792,0.7899,0.7899,0.611,0.8246,0.9216,0.8319,1820993568.0,94,56,1095664.0,94.0,94.0,124.21,107.6,94.0,0.94,0,0,0,12,0,0,0.77495,0.78091,0
7239,158,8,0.24001286,3500,10,76635,74.0,4071.0,155.19,157.51,15,0.7719,0.7154,4942880,0.7154,0.7154,0.4775,0.7333,0.7395,0.7395,5473923840.0,88,105,1184832.0,130.16,106.39,129.33,106.06,88.0,0.9263,0,0,0,4,0,0,0.7177,0.71386,0
7240,149,8,0.810926041,5700,4,13332,99.0,618.0,149.78,149.22,10,0.0,0.0,22771,0.0,0.0,0.2693,0.0,0.0,0.0,3800611540.0,0,0,751109.0,0.0,0.0,0.0,0.0,71.0,0.0,0,0,0,26,0,0,0.12,0.01,0
7241,124,10,0.603206781,3100,16,78920,148.0,2265.0,121.88,123.19,10,0.8033,0.7538,327141,0.8033,0.7538,0.5313,0.8448,0.8522,0.8522,2915774400.0,98,66,1104460.0,98.0,98.0,137.15,115.35,98.0,1.0,0,0,0,6,0,0,0.7569,0.75842,0
7242,120,9,0.7498317320000001,2400,4,13689,33.0,165.0,128.85,121.58,8,0.6636,0.6293,161506,0.6186,0.6186,0.3799,0.6186,0.6697,0.6404,1731658550.0,73,43,714086.0,73.0,73.0,89.98,80.79,73.0,0.8391,0,0,0,10,0,0,0.5493,0.5967399999999999,0
7243,129,10,0.918872184,1500,16,80085,1254.0,4214.0,127.67,129.03,14,0.8291,0.8151,484099,0.7886,0.7823,0.5937,0.8291,0.8661,0.8661,2152779200.0,97,58,1223170.0,97.0,97.0,119.56,107.35,97.0,0.97,0,0,0,40,0,0,0.81115,0.7940699999999999,0
7244,121,6,0.196695885,1500,4,2572,4757.0,8847.0,121.53,120.66,10,0.8065,0.8065,7780362,0.813,0.8065,0.563,0.8264,0.8772,0.8264,2117000000.0,100,83,1160000.0,100.0,100.0,132.14,114.47,100.0,0.9434,0,0,0,9,0,0,0.75325,0.78585,0
7245,151,9,0.22410228100000001,4200,4,741,181.0,1392.0,149.58,150.87,16,0.0,0.0,69708,0.0,0.0,0.4646,0.0,0.0,0.0,2291185600.0,0,0,650905.0,0.0,0.0,0.0,0.0,67.0,0.0,0,0,0,27,0,0,0.08,0.0,0
7246,166,7,0.358761726,4400,4,11584,1858.0,226.0,161.7,165.38,11,0.8571,0.8136,253295,0.8276,0.8136,0.638,0.8496,0.8571,0.8348,6163660800.0,96,110,1474560.0,135.81,113.58,163.07,124.12,96.0,0.8649,0,0,0,17,0,0,0.7068,0.80224,0
7247,124,10,0.804664735,1800,10,12622,7010.0,2600.0,123.75,123.85,12,0.7436,0.7016,766657,0.7016,0.7016,0.5047,0.7373,0.7982,0.7982,1514405520.0,87,39,923418.0,87.0,87.0,107.24,96.28,87.0,0.8788,0,0,0,5,0,0,0.7008,0.70144,0
7248,166,8,0.68098881,3500,4,76849,3552.0,215.0,164.13,165.98,7,0.7417,0.7417,2543479,0.6899,0.6899,0.4877,0.7417,0.8018,0.7479,4917673640.0,89,105,1314886.0,125.91,105.3,136.49,109.5,89.0,0.9674,0,0,0,13,0,0,0.61495,0.69091,0
7249,116,9,0.666003572,1600,7,84857,6550.0,604.0,116.58,115.61,11,0.8942,0.7949,562823,0.8774,0.7949,0.5429999999999999,0.7949,0.9029,0.8942,1360487700.0,93,68,951390.0,93.0,93.0,93.0,93.0,93.0,0.9588,0,0,0,7,0,0,0.76745,0.78541,8
7250,134,6,0.170715543,2000,4,78223,4358.0,8095.0,128.51,132.59,20,0.8333,0.8065,3256198,0.813,0.8065,0.5776,0.8065,0.8065,0.8065,2094400000.0,100,93,1190000.0,100.0,100.0,123.26,110.67,100.0,0.9346,0,0,0,26,0,0,0.81325,0.80585,0
7251,126,11,0.21217717600000002,1300,17,13008,3794.0,814.0,125.13,125.99,12,0.8174,0.7966,2335620,0.7966,0.7966,0.591,0.8034,0.8952,0.8868,1469603520.0,94,47,1113336.0,94.0,94.0,115.86,104.03,94.0,0.9792,0,0,0,17,0,0,0.7383,0.79694,0
7252,117,9,0.269290094,1100,4,83479,70.0,981.0,116.85,116.58,12,0.7778,0.7712,127888,0.7398,0.7398,0.4805,0.7913,0.7913,0.7845,1020219200.0,91,52,927472.0,91.0,91.0,91.0,91.0,91.0,0.91,0,0,0,103,0,0,0.7499,0.7458199999999999,0
7253,127,8,0.39046668100000004,3100,17,79202,5935.0,4089.0,126.63,127.03,9,0.8718,0.8095,6442486,0.8361,0.7846,0.6406,0.8361,0.9273,0.887,3507729408.0,102,77,1331712.0,102.0,102.0,142.75,120.05,102.0,0.9903,0,0,0,5,0,0,0.7623,0.7761399999999999,3
7254,158,8,0.973556064,4000,3,77765,5539.0,851.0,158.79,158.68,9,0.8364,0.8288,12636100,0.7797,0.7797,0.6153,0.8,0.9388,0.8679,5563895040.0,92,102,1405024.0,141.53,113.37,168.94,123.53,92.0,1.0,0,0,0,46,0,0,0.62985,0.73173,0
7255,129,9,0.828054825,1300,4,76957,2866.0,6101.0,129.0,129.0,15,0.7436,0.7073,6680620,0.7073,0.7016,0.5156,0.725,0.7982,0.7768,1503657540.0,87,69,976401.0,87.0,87.0,87.0,87.0,87.0,0.9355,0,0,0,2,0,0,0.7108,0.70144,0
7256,126,10,0.252172319,2200,16,13317,212.0,437.0,128.22,126.81,13,0.6992,0.6992,4428855,0.6992,0.6935,0.4846,0.7414,0.7679,0.7679,1757289600.0,86,34,998460.0,86.0,86.0,113.64,98.44,86.0,0.86,0,0,0,8,0,0,0.74675,0.70415,0
